Company_Brand,Sector,Stage,Amount,HeadQuarter,What_it_does,year_founded,Investor
Shirsa Labs,"Education, Gaming, Training",Seed,500000.0,Mumbai,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,2018,Unknown
PetSutra,Veterinary,Seed,133000.0,Gurgaon,Gurugram-based Online petcare platform.,2018,Anthill Ventures
Awaaz De,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Angel,,Ahmedabad,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,2018,Unknown
PinkBlue,"Health Care, Hospital, Supply Chain Management",Seed,300000.0,Bangalore,PinkBlue.in - Super-efficient supply-chain for clinical supplies,2018,Unknown
Eduvanz,"Finance, Financial Services",Angel,500000.0,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2018,Unknown
Rupeek,"Financial Services, Lending",Series A,6830000.0,Bangalore,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,2018,Unknown
Backpacker Panda Holidays Private Limited,"Tourism, Travel",Series A,1400000.0,Pune,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,2018,Unknown
Shape (School Health and Physical Education),E-learning,Seed,200000.0,Pune,Physical education start up,2018,Inflection Point Ventures
Placio,"Hospitality, Real Estate",Seed,2000000.0,Noida,Placio is a student housing and a complete broker-free platform.,2018,Unknown
Aviom India Housing Finance,Finance,Series A,2100000.0,New Delhi,Delhi based housing finance company.,2018,"3one4 Capital, Kalaari Capital"
GenRobotic,Market Research,Seed,,Trivandrum,A Robotic Company.,2018,Unknown
HeyHolidays,"Tourism, Travel",Seed,1000000.0,Bangalore,"HeyHolidays, a global player in online vacation rentals.",2018,Unknown
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",Series A,4300000.0,Bangalore,Amazon's Kindle Direct Publishing for Indian Languages,2018,Unknown
SectorQube,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",Seed,,Ernakulam,SectorQube develops smart kitchen devices that make food automatically.,2018,Unknown
Food Memories,"Food and Beverage, Food Processing",Seed,,Ahmedabad,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018,Unknown
ZAMROO,"Internet, Marketplace, Shopping",Seed,,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,Unknown
Silversparro Technologies Pvt. Ltd,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",Seed,300000.0,Gurgaon,Silversparro is a deep learning technology solution provider.,2018,Unknown
Creator’s Gurukul,Facilities Support Services,Angel,,Gurgaon,A coworking space provider.,2018,Unknown
Emflux Motors,"Automotive, Electric Vehicle, Energy",Seed,364846.0,Bangalore,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018,Unknown
Tricog Health Services Pvt Ltd,"Health Care, Health Diagnostics, Predictive Analytics",Series A,4000000.0,Bangalore,Predictive Healthcare Analytics Company,2018,Unknown
Scapic,"Cloud Computing, Computer, SaaS, Software",Seed,500000.0,Bangalore,Virtual/Augmented Reality Start Up .,2018,Unknown
6Degree,"Fashion, Lifestyle, Retail",Seed,400000.0,Mumbai,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018,Unknown
Chrysalis (EZ Vidya),E-learning,Seed,,Chennai,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018,Inflection Point Ventures
Ekincare,Medical,Series A,1500000.0,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018,Unknown
Streo,Music Streaming,Seed,,Gurgaon,"Live stream music from nightclubs, bars & festivals!",2018,Unknown
Groww,"Finance, Impact Investing, Internet",Seed,120000.0,Koramangala,Groww offers a new way of investing money.,2018,Unknown
Cell Propulsion,—,Seed,98000.0,Bangalore,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018,Unknown
Chezuba,"Internet, Social Entrepreneurship",Angel,19600.0,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,Unknown
Ontrack Technologies Pvt. Ltd,Retail,Seed,,Bangalore,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
Wealthtrust,"Finance, Impact Investing, Mobile Apps",Seed,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018,Unknown
Faclon Labs,"Cloud Computing, Computer, Software",Seed,,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018,Unknown
Awign Enterprises,"Business Development, Market Research, Outsourcing",Seed,700000.0,Bangalore,Operations and manpower outsourcing startup,2018,Unknown
CollPoll,E-learning,Seed,,Bangalore,World-class Enterprise System for Education.,2018,Inflection Point Ventures
Zyla Health,"Health Care, Hospitality",Seed,,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018,Unknown
Hubhopper,"Internet, Social News, Sports",Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018,Unknown
Rubix108 Technologies,Information Technology,Seed,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,"FMC, Omnivore, Blume Ventures"
Workflexi,HR,Seed,140000.0,Bangalore,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,Callapina Capital
Streak,Finance,Seed,315000.0,Bangalore,Algorithmic trading platform.,2018,"3one4 Capital, Kalaari Capital"
Kuants,Finance,Seed,70000.0,Gurgaon,Algorithmic trading platform.,2018,"3one4 Capital, Kalaari Capital"
NiYO Solutions,"Finance, Financial Services, FinTech",Series A,13200000.0,Bangalore,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,Unknown
Hippo Video,"Customer Service, Software, Video, Video Streaming",Seed,,Chennai,A video recording and sharing software.,2018,Unknown
Satvacart,"E-Commerce, Food Processing",Seed,,Gurgaon,Satvacart is a Gurgaon’s largest online supermarket,2018,Unknown
Daaki,Health,Angel,,Bangalore,Sports Nutrition startup,2018,"Avaana Capital, Orios Ventures"
Simulanis,Training,Seed,500000.0,New Delhi,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,Unknown
MY CHIRAAG CAB,Travel,Seed,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018,Anthill Ventures
WOTU,Food and Beverage,Seed,,Bangalore,It operates a business-to-business e-commerce portal for food and beverages.,2018,Unknown
Flathalt,—,Angel,50000.0,Gurgaon,FInd your Customized Home here.,2018,Unknown
True Elements,"Dietary Supplements, Food and Beverage, Health Care, Organic Food, Snack Food",Seed,700000.0,Pune,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,Unknown
Trendlyne Technologies,Finance,Seed,200000.0,Bangalore,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,"3one4 Capital, Kalaari Capital"
Planys Technologies,"Manufacturing, Oil and Gas, Robotics",Series A,1962800.0,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,Unknown
HealthPlix,"Fitness, Health Care, Wellness",Series A,3000000.0,Bangalore,HealthPlix is a healthtech startup,2018,Unknown
dishq,—,Seed,400000.0,Bangalore,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,Unknown
Entropik Technology,"Artificial Intelligence, Computer, Machine Learning",Seed,1100000.0,Bangalore,The boundaries between Human and Machines are shrinking fast.,2018,Unknown
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",Series A,500000.0,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,Unknown
Trell,—,Seed,1250000.0,Bangalore City,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,Unknown
Kidovators (by GyanLab),"Big Data, EdTech, Machine Learning",Seed,180000.0,Bangalore,Building future human capital through 21st Century Skills programs for K-12,2018,Unknown
Log 9 Materials,Nanotechnology,Seed,420000.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,Petronas Ventures
VTION,"Analytics, Audio, Digital Media, Innovation Management, Internet Radio, Media and Entertainment",Seed,268800.0,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,Unknown
HousingMan.com,—,Seed,1442000.0,Bangalore,"New Apartments, Flats for Sale in Bangalore",2018,Unknown
Steradian Semiconductors,—,Seed,,Bangalore,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,Unknown
RupeeCircle,"Financial Services, Lending, Peer to Peer",Seed,560000.0,Mumbai,RupeeCircle is a new age finance company.,2018,Unknown
Wooden Street,"E-Commerce, Furniture, Home Decor, Interior Design, Internet",Series A,1000000.0,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,Unknown
The Ken,Digital Media,Series A,1500000.0,Bangalore,The Ken is India’s first subscriptions-only business news site,2018,Angel investors
SaffronStays,—,Seed,2000000.0,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018,Unknown
Vebbler,"File Sharing, Personalization, Social Media",Seed,,Bangalore,A personal network for close people,2018,Unknown
Foyr,"Home Decor, Interior Design",Series A,4200000.0,Pune,"Foyr.com is India's first online, automated interior designer",2018,Unknown
MEngage,"Health Care, Medical Device, Mobile Apps",Seed,175000.0,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,Unknown
Inner Being Wellness,—,Angel,490000.0,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,Unknown
Kobster,"E-Commerce, Facilities Support Services, Procurement, Supply Chain Management",Seed,,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,Unknown
Wishberry,"Crowdfunding, Finance, Financial Services",Series A,1400000.0,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,Unknown
McXtra,"Finance, Financial Services, Insurance",Seed,1300000.0,Andheri,McXtra is a digital insurance broking startup.,2018,Unknown
Magic Crate,"Children, Education, Online Portals",Seed,,Bangalore,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,Unknown
SmartVizX,"Software, Virtual Reality",Seed,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018,Unknown
MySEODoc,—,Seed,,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,Unknown
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,—,Seed,2800.0,Pune,Digital Marketing Agency,2018,Unknown
Scale Labs,—,Seed,1000000.0,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,Unknown
HungerBox,"B2B, Food and Beverage, Food Delivery",Series A,4500000.0,Bangalore,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,Unknown
Biryani By Kilo,"Catering, Food and Beverage, Food Delivery, Food Processing",Seed,1000000.0,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,Unknown
Wholesome Habits (EAT Anytime),"Food and Beverage, Snack Food",Seed,500000.0,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,Unknown
GoBumpr,"Automotive, E-Commerce, Mobile",Seed,600000.0,Mylapore,Car Service and Bike Service Mobile App,2018,Unknown
Fixpocket,"Computer, Digital Marketing, Facilities Support Services, Graphic Design, Internet, Mobile Apps, Social Media Marketing, Web Development",Seed,250000.0,Ahmedabad,Fixpocket is a internet-based startup.,2018,Unknown
edureka!,"Android, Big Data, Blockchain, Cloud Computing, EdTech, Education, Information Technology, iOS, Training, Web Development",Series A,2000000.0,Bangalore,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,Unknown
Hashtag Loyalty Private Limited,"Analytics, CRM, Loyalty Programs, Machine Learning, Marketing Automation, Retail Technology, SaaS, Small and Medium Businesses",Seed,,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,Unknown
Wow Express,"Delivery, Information Technology, Mobile Apps",Series A,4500000.0,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,Unknown
